,stars
29475,4
69521,5
15198,5
93978,4
71051,5
86322,5
37045,2
69202,5
73948,2
55044,3
18830,2
88741,4
46762,1
88370,5
90879,5
85092,4
11831,3
28742,1
82464,5
42025,5
72778,5
2637,3
57913,5
92774,1
83308,5
84585,5
83788,4
48353,5
877,5
27105,5
99694,4
27959,5
4379,3
11957,4
19187,5
69444,5
10763,4
26331,4
55648,3
66543,2
90367,5
20836,3
80171,5
32152,4
13161,5
56116,1
31390,3
72015,4
70247,4
78012,4
33757,3
56463,4
35450,2
53910,5
51660,5
92071,5
42470,2
20698,5
82928,5
39148,2
88559,3
87892,3
93629,5
61465,2
88074,4
27200,5
60101,5
51028,4
48867,5
87182,5
8446,4
93634,5
29087,4
67334,1
55934,5
17143,4
54633,5
654,4
5812,5
21672,3
2892,2
98354,1
5636,4
75148,1
68580,4
43790,4
59935,4
24904,5
87227,5
71695,5
13515,2
52311,4
45337,5
71558,4
37860,5
13569,4
11211,5
11221,5
47588,5
10828,3
88657,4
4763,2
27594,2
60289,3
3659,3
3326,2
9465,4
47801,5
60282,5
68199,1
54530,2
59164,4
25938,4
80908,4
27829,4
87453,5
77209,5
49156,3
96198,5
30225,5
34695,3
94517,5
46900,5
33313,5
99910,2
68416,5
87759,4
46330,3
74681,5
21341,4
11154,5
27689,4
81731,5
85155,4
97839,4
52409,1
41136,5
24918,4
31625,1
16692,2
32427,5
50717,4
6727,1
51287,3
40701,2
98455,5
63221,1
23548,2
29553,5
86450,4
53026,1
57939,4
23777,5
51428,3
88992,5
31406,5
78353,5
96458,3
13543,5
8646,4
68159,4
87838,1
41302,5
41139,3
19222,4
37706,5
24600,3
46825,2
14249,5
40115,3
17400,2
54857,5
51482,4
42281,5
55087,2
39263,3
755,5
86840,4
2779,5
24503,1
46097,3
48570,5
58144,1
34775,1
30077,4
38968,1
85844,4
16453,4
21751,3
73620,2
80583,5
63753,5
98979,5
8433,5
62514,1
83600,5
40325,5
41337,3
42429,3
15734,4
38729,5
84523,3
77909,3
30251,4
7868,5
1269,1
87333,5
46501,4
13440,5
31624,5
72534,5
30935,4
11283,1
27302,4
74205,5
75057,4
18667,4
20116,1
9045,4
89044,3
63217,1
13749,1
58095,1
54797,5
99626,5
23004,5
23331,5
70663,4
9327,4
29140,3
67081,4
66275,3
76411,5
1674,5
16121,3
2567,4
39752,4
39563,4
64952,4
70268,5
94941,5
33541,5
50017,5
8521,5
21584,2
97584,5
2244,5
60241,4
3203,5
40056,3
28885,4
70740,5
30825,3
20224,5
882,4
77534,5
43965,5
97300,5
1936,3
45689,2
72201,4
3240,5
10358,5
363,4
85643,2
93431,5
24054,1
8738,4
19324,1
34409,4
86437,4
58232,5
66708,5
46233,5
64016,1
22469,3
63580,4
58754,1
36110,1
36132,5
91828,4
534,5
12665,5
34178,5
78015,5
49294,2
57786,5
60038,4
17199,4
22884,4
89242,4
34565,5
70111,5
70726,3
85042,3
81268,5
45178,4
20659,4
3089,3
44387,4
1996,5
87173,5
90349,3
77355,4
68367,4
73805,5
32355,4
91647,4
7489,5
81163,5
95095,5
1299,5
31315,5
39041,4
5499,4
6447,4
81149,4
47894,5
95904,4
58446,1
88150,5
83400,5
83521,3
42919,5
72603,2
64148,5
26905,5
60139,5
43617,1
35709,5
26327,5
20045,1
15116,5
87968,5
21209,4
25739,5
71216,5
11549,4
49549,5
51658,2
28412,4
65603,3
71091,1
68546,1
82643,4
52344,2
53785,5
40096,5
45254,5
84633,4
47914,5
42317,5
44264,1
79183,5
37011,5
38799,3
11397,4
78683,5
4582,4
3228,4
72903,5
10681,4
65679,4
84431,5
29813,4
89353,5
98487,4
9344,1
14141,5
56117,4
33980,4
56207,5
95971,4
84269,3
74797,3
46854,4
20085,5
57204,4
87347,2
85703,5
96164,3
90777,5
23600,4
38762,5
57986,5
37040,5
47691,5
30699,5
69904,5
786,3
11049,1
63456,3
18100,4
98889,2
15792,3
12379,5
7853,5
153,4
95391,5
13016,4
80409,5
79795,1
52057,3
37394,3
26870,4
82916,4
96765,1
56398,3
77004,4
63752,5
32363,5
22634,3
70190,4
73591,4
54675,5
23889,5
74462,4
32924,4
35853,4
51272,5
1552,4
78929,5
33324,5
67684,5
44755,4
495,5
79401,5
57196,5
90697,4
32919,5
99235,5
96258,4
65425,4
98774,4
66900,5
83658,5
19385,5
61607,1
91229,5
51567,4
23345,4
53364,4
29968,5
15696,4
19267,5
3720,5
39895,5
75069,5
26619,4
17272,4
19585,2
70456,3
4823,5
31376,4
15479,5
32167,4
82263,4
61868,4
4136,5
19572,5
86442,4
51375,5
45156,5
27160,3
67657,2
72394,5
992,3
46041,3
59838,5
48639,4
81685,5
55739,5
7382,5
99523,5
15630,4
92172,5
72902,4
97556,2
86654,1
57473,1
50617,5
20977,4
69101,5
61247,5
71376,3
82203,5
12861,5
60942,4
88095,4
18984,2
16075,1
14271,3
14130,5
99602,5
85998,4
10313,4
11360,5
23760,5
72635,4
55421,4
4321,5
35929,5
35398,3
3174,4
35333,4
83123,4
55565,1
20028,5
48128,1
49768,3
26502,3
3114,5
43601,1
26655,4
56633,3
76290,2
88646,4
95195,5
51880,5
63656,5
59470,4
3225,2
40860,2
85711,4
8997,4
40544,1
79737,4
38106,5
97053,5
90678,3
96006,5
49699,2
39886,5
6937,2
49178,1
82987,5
5529,4
55830,3
70934,5
76896,4
14380,5
82821,3
57233,5
96804,4
58565,5
35897,4
76276,5
49589,5
8320,5
43880,5
5269,5
76427,1
99849,1
24700,5
32769,4
78863,5
87245,5
43459,4
9196,1
39725,4
67691,3
19782,4
4011,4
98685,4
33302,4
11962,1
61304,2
32016,2
49737,5
12352,4
80859,3
2895,2
23065,5
63143,5
9269,5
98526,5
32634,4
74219,4
55514,5
16562,4
6464,4
26532,5
97070,5
60892,5
64384,3
18300,4
98521,1
26081,4
40875,3
80440,2
99381,4
34678,1
81463,4
28610,5
1301,5
23991,3
83053,5
66766,5
46040,5
27094,5
4368,5
41081,5
52982,3
27025,4
97177,5
13854,5
6080,4
93741,5
72104,5
58866,5
28060,5
18557,5
78282,3
85525,4
78812,4
22813,1
25186,5
73531,4
41910,5
32574,4
90194,5
61382,5
44462,3
75135,5
70167,3
65776,5
48821,4
80960,5
29511,1
77733,4
62874,4
38871,2
92691,3
85119,2
92850,2
56754,5
7465,3
34635,4
62894,5
52116,5
67356,5
67946,1
31601,5
73779,4
39405,1
16576,4
37333,1
89862,4
79465,4
97670,5
71927,5
42818,2
36547,5
41785,1
2809,4
63261,2
76981,5
33686,5
88721,5
46032,4
57769,2
37052,4
95294,5
90282,5
228,4
71792,2
13329,5
77239,5
74807,5
94445,4
71537,4
4897,4
5583,3
28229,5
28899,4
85430,4
33896,5
94680,4
10400,1
43066,1
34474,2
23834,5
68689,2
75900,1
11523,4
215,5
23488,5
26950,1
9824,2
35693,4
43258,4
9637,2
45212,5
56597,5
89813,4
99962,5
40277,2
89962,4
93542,3
66985,3
26312,4
79335,5
63080,2
47922,1
95321,5
28307,3
89156,4
88388,4
49112,4
29670,1
76368,2
48517,5
6054,3
31875,2
36993,4
51702,5
62287,4
89360,5
9130,3
99332,4
6449,3
7951,5
28132,4
14626,1
15804,5
51796,5
64604,1
11357,5
96102,4
13668,5
31105,5
14645,3
53639,5
83981,5
21029,4
27388,4
3775,2
16374,5
5596,3
34758,1
92661,5
42065,5
23649,5
94380,4
26957,1
62699,5
41505,4
41984,1
88844,5
29424,1
67443,3
15581,5
91391,5
10143,4
98730,5
97283,5
98289,5
47662,4
86717,5
53634,4
89863,5
43254,4
37425,4
15386,5
91717,2
70990,4
9265,4
38737,3
47766,5
52091,4
30480,4
29086,5
50492,4
11516,4
34159,5
40205,5
73843,5
8802,5
33139,3
14559,4
42543,5
17796,4
11695,4
16766,3
54970,5
22504,4
34980,4
71139,5
74417,5
87924,4
38185,4
70474,5
20008,2
68694,4
20651,1
74694,5
31973,4
463,3
50906,5
66151,5
71916,3
20213,1
61826,2
44066,4
73717,3
83255,3
16574,5
2716,5
91756,3
15240,5
70714,3
52949,5
52335,5
42771,4
22706,3
94086,5
91319,5
21045,4
23474,1
6221,4
93995,5
13386,4
72573,5
81010,4
44414,2
48665,3
76106,3
15511,5
64173,4
93297,3
55192,1
95478,5
63772,4
71894,5
96398,5
65431,4
61957,3
72227,1
10785,3
81417,4
33798,5
28350,3
1577,5
88658,4
81395,5
75483,4
36561,5
20039,5
54962,5
20711,2
87029,3
83087,5
96982,3
31186,2
5586,3
56240,5
14605,3
1515,5
60430,4
68968,3
51415,5
20863,3
4239,5
19773,5
893,5
39867,4
91962,5
70610,5
90436,4
25791,5
15187,5
68469,3
32330,1
29265,5
44130,4
77506,4
98993,4
28022,5
1129,5
731,2
76646,4
3084,4
72833,5
45264,4
2795,1
25363,5
7601,4
798,2
22616,4
17118,5
86006,4
178,5
65497,2
44237,4
61084,1
17558,4
65364,5
13798,5
59199,4
42598,4
17174,4
32567,4
27777,1
32966,1
24648,1
61431,5
56827,5
16932,5
12940,5
58531,1
49036,5
89385,4
11772,3
38498,4
59658,3
70152,5
80639,5
7533,1
45246,5
66,4
87134,4
15689,5
73324,5
5033,5
35340,5
98131,5
85761,4
82542,4
9873,5
38990,1
66323,5
3332,5
62532,5
7987,1
6008,4
24162,1
73870,4
98615,4
58755,4
71833,3
46216,2
66727,4
515,4
30734,5
49630,1
30024,4
59123,5
92759,5
86971,5
23283,4
47645,3
66537,5
80158,4
84518,5
83434,5
6191,4
14175,5
71289,5
40581,5
81788,5
90456,5
81441,5
1462,1
47975,5
24299,5
83791,4
37344,5
42624,5
27464,5
71154,2
7349,4
53775,4
56344,5
70354,1
63382,3
46994,5
65756,1
91873,4
30607,4
12632,5
85473,1
93309,5
4603,1
61360,4
51628,5
22499,5
50210,5
63212,5
39255,2
72572,1
59251,5
45201,1
71186,1
83168,5
1378,2
5622,4
29863,3
2881,4
83597,1
87980,4
901,5
84517,5
51448,5
74024,4
61497,4
30232,5
51137,3
23464,5
73755,5
67163,3
6772,4
12021,3
47204,5
61075,5
14678,5
76976,5
79436,4
48940,4
2159,5
40025,5
68116,5
40734,2
81720,5
34924,5
69876,4
96013,4
84307,4
46511,5
1073,4
21638,5
17065,4
62766,1
3159,5
21292,5
34650,5
21398,1
83860,3
85216,4
5974,5
3729,4
490,4
22092,5
1375,4
49002,1
31658,1
60758,2
17010,4
4758,2
30341,5
10304,1
71576,4
28756,4
2841,4
51413,5
42422,1
63723,5
2887,2
60973,5
8876,5
20923,4
45039,5
88603,5
14997,3
22837,4
41979,5
83286,4
81533,4
45349,4
19023,5
83111,5
71138,1
13921,2
5730,5
14745,3
56356,2
70832,5
52349,4
45747,4
13851,5
2962,5
83232,5
90810,2
28379,4
20918,4
55371,1
44306,5
56759,4
61078,5
6869,5
43894,2
21042,4
45760,3
43240,3
9943,5
75179,5
80428,4
29709,4
39661,3
39449,1
38196,5
9190,5
21650,4
69322,5
39884,2
49646,3
70219,3
42814,5
69806,5
85961,5
84817,4
98333,3
94809,4
45203,5
48664,1
40644,5
68876,5
92588,2
84573,4
32230,4
79823,5
67567,5
21473,1
62712,5
82733,4
7235,4
59872,4
78291,1
80863,4
30951,1
55432,5
86126,3
46751,3
1079,1
18610,4
50494,5
28091,5
27281,5
50971,4
59213,4
65066,5
52413,5
38417,4
27672,4
26026,4
79854,5
14506,4
68472,1
69453,1
30063,3
58861,1
26299,5
33073,5
36824,5
52151,3
9837,4
50383,2
75242,1
35081,4
91563,5
14308,5
44439,4
19880,4
53473,4
41798,5
67598,4
6470,4
82936,4
65524,4
56652,5
72013,5
53051,5
52719,4
60610,3
38220,5
11279,5
57174,5
29831,3
82476,5
42674,3
99851,2
37038,3
8531,5
43129,4
20470,5
88583,4
9095,1
85058,5
76946,1
82508,5
36133,4
5515,4
11781,1
73762,2
80846,1
90140,5
62217,5
93994,4
71042,2
26478,5
51322,5
924,4
77606,5
77242,5
35892,1
87593,5
84694,3
72095,5
57608,5
12720,1
42614,3
96604,5
75163,5
71334,1
28557,3
87902,4
75318,5
44116,4
93368,4
94359,5
52248,5
91561,4
84101,4
61822,5
19627,4
17857,4
39516,4
29793,1
96228,4
27843,2
78545,4
41850,3
70211,1
93743,5
81502,5
63851,2
49056,5
91321,4
26347,4
48849,5
58502,4
18690,1
90385,1
16555,5
3956,2
5606,5
22195,3
24846,4
44148,2
34493,5
1184,5
26140,5
49556,4
93929,3
33672,5
85414,4
8346,3
50013,2
7797,4
26123,4
56548,5
6089,1
67616,1
65449,4
40696,4
7933,5
76382,5
77713,1
74852,4
24594,5
77463,5
9927,2
7211,4
86597,4
6533,4
5209,4
75609,5
49593,4
43390,5
73984,1
28926,5
692,5
39133,5
96880,4
7370,5
34069,1
73373,4
36483,5
81384,5
64550,5
24495,4
28633,5
5037,3
52774,3
79376,2
86436,3
30979,5
7354,5
16122,1
74286,5
11618,2
27151,4
66972,5
507,4
48785,5
61816,4
71466,5
8947,3
12242,5
82839,4
69922,1
63965,5
10310,3
50435,4
8921,5
74229,2
17027,5
91024,5
1539,5
9121,5
80820,4
5867,4
45875,3
22490,5
13029,5
11569,5
45436,3
87535,3
390,5
83384,5
29001,5
17576,2
31728,4
28369,5
42832,4
56809,4
55512,5
11350,4
61861,3
25081,5
41203,2
64757,4
72255,4
15540,5
27241,4
14693,4
946,4
14327,5
14414,3
21164,5
35932,4
35315,4
18157,5
78543,5
60354,5
33040,5
20827,1
90909,5
36386,5
27405,5
48291,4
7008,3
46546,5
17304,4
4633,5
57656,5
82666,4
40475,1
85489,5
27052,4
30133,5
76298,4
79481,5
90477,5
79878,3
38367,5
9290,4
28931,1
15989,5
36405,1
86133,5
57724,2
74328,3
91404,5
21199,1
33367,5
87460,5
96368,5
40874,5
96918,5
1893,2
73369,4
60739,4
88422,4
20746,5
65911,1
83886,4
30771,3
1466,5
12615,2
79079,1
48994,5
71232,5
83163,5
97703,5
4837,5
42431,1
84577,5
60197,3
81418,3
46121,5
76441,5
28621,5
55734,4
98495,5
54478,5
70411,5
39346,5
63014,3
84719,5
86226,3
63927,4
13331,5
56396,1
44950,5
25625,4
23154,5
52975,5
17241,5
40745,2
2035,5
85959,4
75986,5
61269,4
42932,4
84078,5
43059,5
17883,4
52664,5
57514,4
6828,2
7130,5
86005,5
16626,4
79526,5
83564,5
47315,5
7371,1
5594,4
92868,4
47291,5
47234,4
69280,5
95385,4
54383,4
69639,1
7493,4
24704,3
81006,4
89524,5
26681,1
85886,5
95512,2
99747,1
50733,5
93715,4
68111,5
14389,5
49052,1
4042,4
50519,3
78389,4
4078,4
47014,5
73290,5
62047,3
64427,5
32467,5
25216,5
30791,5
15960,5
84698,4
21316,2
79788,4
34753,5
20245,5
40542,5
60824,5
9726,5
16709,5
48924,5
63108,4
43298,3
88314,2
66471,5
69590,5
81845,5
20955,4
13666,4
40222,4
864,5
67789,5
22394,4
56063,1
23382,4
82291,4
36634,1
43116,1
33377,5
37419,4
97859,2
30005,5
25256,4
81422,4
85549,4
79558,5
84284,2
56918,5
72684,1
58255,2
78533,5
85709,4
34782,5
61158,5
71117,5
60519,3
76436,5
5060,4
9615,5
53370,4
73580,2
57823,5
17046,5
73922,2
80165,5
7697,5
61587,5
28835,1
27564,5
68312,1
53687,1
76623,4
43646,5
99944,4
7189,1
79267,5
5573,1
6135,5
20811,5
10553,5
5247,4
21153,3
69517,5
59095,5
89745,5
30564,5
11085,5
19053,3
93076,5
16663,4
67708,5
32083,4
31899,5
27236,3
14859,4
41486,4
7452,5
5197,5
62008,5
26270,2
83329,5
13210,2
63477,5
48803,4
81531,5
28992,4
86593,1
72742,5
86803,5
22191,4
69345,1
90633,1
45256,4
51033,1
21067,5
56392,4
5543,3
54745,3
48287,3
43169,4
96029,4
29978,5
59754,5
86483,4
94166,5
17653,5
29092,5
51502,5
58741,3
34152,5
33783,3
33065,5
8635,4
70409,3
64892,5
62559,5
56997,4
79443,5
67613,5
15029,5
48443,3
14209,2
29327,5
89904,5
3009,5
84149,3
15216,5
84762,4
2537,4
49346,4
81931,4
40130,5
73034,1
46250,4
41777,3
85962,3
39321,5
10770,5
48899,5
21889,5
88774,4
55913,5
21684,1
320,5
7135,5
83291,2
61386,2
89312,1
11984,5
35422,5
58251,3
90417,5
44910,1
52550,5
26627,5
33654,4
2176,4
31831,5
3178,5
65780,3
14758,4
89389,5
82063,5
38751,3
90071,3
1161,5
20666,4
22337,5
287,5
26206,3
46418,5
54460,4
10068,4
76216,1
77986,4
66706,5
4675,5
75910,2
46686,1
53865,4
39560,1
44331,4
60380,5
26553,5
94939,1
23165,5
59222,5
25491,4
28164,5
83793,5
3121,4
41347,5
83231,5
63928,3
88302,4
13861,5
79762,5
57062,3
45896,3
66467,4
691,5
35349,5
6364,5
83829,4
64140,5
86486,5
99313,5
16428,5
20323,5
39876,5
41743,5
69855,2
35733,1
3969,3
91299,5
4926,4
70469,2
80152,3
79507,2
90396,5
23862,5
22692,3
53311,5
3092,3
21097,4
12748,1
89874,4
94080,4
81326,5
45283,4
69518,4
86210,5
88860,2
52347,4
66630,4
22927,5
93846,4
15972,5
91996,5
68379,5
52003,5
49241,5
38724,3
25095,5
60372,4
83747,1
20855,1
94769,4
61692,5
46142,4
65552,5
28202,5
16524,1
18443,4
23527,4
86590,5
12205,3
31422,5
32006,5
79943,1
32766,4
4686,5
4922,5
39553,5
5877,2
64486,3
42316,4
32443,3
16459,5
22831,5
41198,2
25006,4
70122,2
79211,3
47365,5
39567,5
94635,5
73914,5
61922,5
50705,5
55026,4
24816,5
90895,3
60410,5
25553,1
45865,5
47224,3
47947,2
39169,5
5695,5
68477,4
85712,5
94955,2
86700,3
40149,2
72084,5
50772,2
38346,5
75874,5
92207,1
8307,4
77154,2
25933,4
92072,4
6782,5
95126,5
97445,1
91128,4
85481,5
66253,5
1609,1
85016,1
89335,3
31980,5
34785,4
35739,5
63768,4
77853,4
46806,1
46335,3
35699,3
97819,5
85166,3
16508,1
50258,4
78537,5
1814,1
25416,3
80122,4
62993,3
90710,5
2123,5
56635,2
13704,1
54786,5
31721,5
97095,4
84726,4
14191,5
84117,4
20435,3
83136,3
40469,5
93474,3
43461,5
49877,5
59807,5
49028,1
41938,5
33576,4
94666,1
58819,5
21438,5
79235,3
40031,5
70442,1
3722,2
78270,5
96914,2
68207,4
58579,2
9417,3
4552,4
71545,5
50599,1
93966,5
19601,4
41247,4
83973,4
93078,1
3164,5
52227,5
39531,1
1657,5
57221,4
10589,1
57796,5
19094,3
55468,5
40317,4
37034,2
88635,4
16806,1
92892,5
81780,3
38084,5
58001,5
27877,4
75209,5
19229,5
53218,3
33769,1
36966,5
35186,5
58219,4
36343,4
55878,4
52999,5
50113,1
75308,4
3558,5
94658,5
59550,4
45226,5
69390,5
70423,5
28807,5
13598,5
5313,5
91419,5
13699,4
62653,4
4827,5
46799,5
57530,3
69443,4
47101,4
29134,5
39791,1
76173,4
9343,3
47929,2
61381,1
37663,5
37952,4
50225,4
61584,5
22908,5
62780,4
46999,2
18279,2
10283,1
40863,5
75426,5
18019,5
18323,5
92050,5
51618,2
89424,5
27042,5
17387,4
15086,1
24042,5
53822,4
12306,5
7566,3
29227,4
14719,4
60294,1
58829,5
99048,5
5368,1
75139,4
88209,5
29425,5
30143,3
68154,5
70021,4
11795,3
17369,5
44036,1
24366,1
22553,4
72920,4
95564,5
13269,5
94213,4
9275,5
9460,4
2462,2
75504,4
49420,4
52732,4
96545,5
49223,1
42222,5
72045,1
61602,5
98714,5
66125,4
78672,5
8848,3
59993,4
85678,1
39613,4
47111,5
62671,5
83948,4
43618,3
74960,5
5454,5
94936,5
34217,3
72373,3
48617,4
29432,5
85824,2
18816,1
75886,5
98510,5
86567,2
54710,5
1587,2
39454,4
65006,5
83639,5
88020,5
31417,1
41574,5
69497,4
62901,2
29631,2
6078,2
50042,4
10956,1
34393,2
4006,5
39019,5
18395,4
5898,5
2866,5
14011,5
96574,5
30266,1
16968,5
76996,1
20316,5
34028,3
20922,4
34484,1
60652,5
55161,5
86207,1
70204,5
4298,5
55798,1
3783,5
33776,4
7347,5
53592,5
10377,5
56561,2
96633,2
57535,5
75414,4
45927,1
68309,4
13026,5
78484,4
25105,4
1987,4
99262,5
56683,5
35440,1
16260,3
60281,5
25464,3
74711,1
31508,5
23576,3
25901,5
54195,3
19309,3
65785,4
40953,4
93326,4
51493,4
45939,3
93664,2
34812,4
6589,4
13780,5
77525,3
66163,4
95139,5
29523,5
28820,1
23929,5
96898,3
4765,1
26177,5
6511,5
67766,1
20566,5
77963,5
95895,3
18782,3
6305,4
79534,5
15641,4
32299,5
95946,2
12392,3
61899,4
83106,3
49422,4
10703,1
99659,1
87234,3
69783,4
8002,5
31954,5
44041,5
75033,1
50248,2
76777,4
31349,1
55805,5
93079,2
66809,5
5698,5
76524,4
88535,5
3358,4
82103,3
99494,2
61576,5
44523,1
20389,5
48003,4
48847,2
4567,5
13255,5
55755,5
76384,4
32551,4
12497,5
1961,2
4992,4
70427,5
79866,1
89959,4
55021,5
25954,2
87225,5
71762,4
27323,5
38134,5
35944,2
68895,5
56889,5
307,1
51257,4
98197,5
96084,1
56563,5
78116,4
98635,5
75301,2
1051,5
98328,4
80055,5
11410,3
9221,2
57616,5
10234,5
41830,3
34642,3
91198,5
58817,1
23666,5
93332,4
58160,4
96705,3
92298,5
13682,4
86242,5
25832,2
70453,4
90610,5
65727,4
25068,5
90020,5
13233,5
45397,5
75319,5
28054,1
57767,2
69460,5
75476,5
22800,4
60006,2
28810,5
58226,2
16061,5
52265,5
91456,1
29963,5
15549,5
18074,3
57415,2
93063,4
54200,4
78840,5
95173,5
19692,5
83424,3
63627,2
36639,3
91400,1
69327,3
13409,5
46922,5
35554,4
74795,3
95566,4
34485,3
35464,4
31027,4
67384,2
53664,2
43391,5
94838,5
78388,1
31923,4
82062,4
72307,5
93095,5
79414,5
50799,4
47764,5
64093,3
30676,5
44369,5
33885,5
34524,4
49649,1
39519,3
94220,4
66406,5
52509,2
74640,5
56830,5
76533,5
93185,1
82806,5
52495,3
18108,1
71128,5
91632,4
90022,4
98327,3
76474,4
66670,5
77273,5
91911,5
98678,4
77485,5
86124,5
71386,5
68665,3
16279,5
51148,4
69504,2
45536,5
97175,5
42933,4
336,5
92876,4
18931,5
97868,1
73648,4
2985,4
10878,4
15916,5
53772,5
11669,4
20862,5
19942,2
46675,5
76537,5
29437,3
96218,5
63400,4
19800,5
57021,4
12100,3
49500,5
9018,5
72779,1
49850,5
14079,3
86402,5
98576,5
11874,5
91679,5
25805,3
63293,1
8263,4
84214,5
72391,2
63909,4
8597,4
6901,3
29932,5
50818,2
89499,3
54722,4
75485,4
81972,3
66981,5
3262,5
80357,5
67231,3
48920,5
46151,1
83494,1
88059,2
20789,5
1630,4
33037,5
1881,4
80059,3
13900,5
37842,3
71045,5
66788,3
67568,5
93036,3
34700,5
35303,4
32954,5
44739,5
59174,5
71094,2
11151,5
23569,3
20527,1
98676,5
62790,5
6587,4
17618,5
36683,5
65982,5
80072,1
14031,3
49996,3
54353,4
28378,4
64729,5
31379,5
86055,5
43856,4
86694,2
58870,5
38862,5
9486,3
87438,5
97347,5
45991,5
54219,5
28018,1
33455,4
70744,3
97260,5
41185,3
10345,2
30134,3
73193,5
25566,1
99375,5
85238,1
19520,1
38230,5
46525,1
79675,5
85103,3
23906,4
59287,2
22765,4
19583,2
66983,5
34057,3
45541,3
99414,5
10692,4
23741,4
10335,2
99445,2
45066,5
89462,5
44673,5
47893,4
15830,4
15735,4
77694,5
18263,1
18814,5
12453,2
38225,5
95844,4
60931,5
11349,1
44825,3
4131,3
16351,4
82956,5
57980,3
15408,5
82569,5
42043,3
55863,3
46172,5
25479,2
90221,4
61799,4
75831,5
37099,4
54567,1
90695,5
79655,3
26616,5
65149,5
57124,2
96467,2
97272,2
45619,4
2775,1
32101,1
69681,4
92435,4
25338,4
35179,4
83014,4
87985,5
48225,5
34314,3
87954,3
91036,4
99553,5
72489,5
35903,5
78768,5
5750,3
14715,5
55571,5
31085,4
69341,5
9076,4
27230,2
33998,4
56583,1
15160,1
52446,4
46830,5
82384,3
42788,4
94386,2
64418,4
29768,4
3327,5
88151,1
59546,4
54199,5
66798,3
91066,5
89132,4
82895,2
84486,1
22250,4
78653,5
25517,1
46223,5
39350,4
51539,5
21119,4
5021,4
89049,5
23559,2
14995,4
76949,1
22439,3
98864,2
95871,4
53027,4
19173,5
91056,3
25380,5
19404,1
5213,5
57433,5
3255,3
68226,1
56541,5
4627,2
96415,4
34087,2
96580,1
72762,1
74102,5
12192,5
83055,4
4529,1
44435,5
86669,5
59821,3
23470,4
61169,5
9941,5
61845,3
94993,5
18062,5
39104,5
72518,5
64575,4
75602,1
917,4
84425,5
29877,5
78824,4
19288,3
570,1
36182,4
91051,1
47574,5
72567,5
63185,5
46646,5
19610,4
52113,3
95669,5
94090,5
53535,1
14026,5
25613,3
79768,3
89765,2
52691,3
67753,4
5232,3
14211,5
30257,3
35595,5
22164,5
70532,4
68798,2
72374,5
5741,5
33418,5
87959,4
11094,5
84178,4
56984,5
39850,5
33340,5
36289,5
10922,4
96519,4
70014,1
71196,2
75324,4
76312,4
93308,5
86724,4
46287,5
95021,3
23993,4
83178,4
36607,3
65206,4
17375,5
52656,4
33687,3
43469,5
32933,4
6644,3
62767,3
94715,3
14334,2
79818,4
25525,5
70130,5
61114,5
76234,2
35618,5
63344,5
84748,5
60815,4
28302,1
46754,4
99133,2
37228,4
50626,4
92617,5
14908,1
74842,5
64286,5
33724,5
41258,5
75403,4
93459,5
35503,5
38437,5
86908,5
50357,5
67914,5
81159,4
28901,5
12391,5
78278,5
90012,1
16103,4
95036,4
65901,5
2103,5
85679,5
33457,5
35959,5
19259,1
71246,5
81570,4
25183,4
20884,4
80764,5
66629,5
99808,5
90880,5
29063,3
15899,4
16544,4
203,3
22867,5
20324,4
97262,3
99830,3
37701,2
75542,4
24031,4
43395,4
52198,2
73493,4
27526,3
66458,4
65133,3
44948,5
37019,5
88031,4
47788,2
31709,3
78976,3
22588,5
93405,5
12226,5
51877,3
53442,5
76280,4
28453,2
16767,5
31455,4
7485,4
4886,3
49522,5
72075,5
60593,5
84481,5
52953,5
27216,1
21839,4
43307,4
41609,2
6859,5
76509,5
67165,5
10625,2
33722,3
40172,5
64551,4
38712,5
95912,4
16999,4
60935,1
51727,1
32821,4
39178,5
59049,2
84811,4
56233,1
99016,5
87796,5
44516,2
66025,5
45913,3
81471,1
76674,2
17374,5
76502,5
97016,5
77241,5
35740,5
34693,5
35710,5
35931,5
86598,3
19996,1
41003,4
89791,5
63972,5
44386,3
20176,4
77299,1
11577,3
58847,5
59197,3
32172,1
68975,3
34660,4
16633,3
64712,4
21639,5
99942,1
54319,5
78542,2
44535,4
55612,5
17889,4
89211,1
670,4
14683,5
48008,5
47664,5
42239,5
9277,5
33665,5
68842,4
95178,2
8026,5
93305,1
2890,5
87923,5
24123,2
96708,5
27197,5
79930,5
95671,5
22335,4
73933,4
79698,4
26946,4
91881,5
33402,4
45276,4
87999,5
49683,5
2382,5
90101,1
98270,5
6476,5
47937,2
36945,5
37548,3
76848,4
11064,3
25307,4
76067,5
38759,5
55480,4
92910,5
2763,4
51717,4
2581,4
77535,4
41153,4
51759,5
43442,5
23185,4
42215,3
34872,5
37405,4
96324,5
69300,4
4234,3
4994,2
94636,1
49810,3
4434,5
11676,1
717,5
72309,5
43954,5
97978,4
76274,2
27048,1
14671,4
33272,5
59191,5
51831,5
42056,5
9359,2
30075,5
47897,1
10655,5
30698,5
36468,2
40142,4
32130,2
50940,2
65048,4
39082,4
12816,5
36413,3
192,1
90932,5
30009,3
99046,1
15810,5
61744,3
58692,4
61510,5
71696,1
84607,5
37158,4
76700,5
93500,5
70463,4
28916,4
71088,4
10799,5
